Depth (m),"Gasage (EDC3, yr BP)","Gasage (AICC2012, yr BP)",CO2 (ppmv),sigma mean CO2 (ppmv),station,uni,"Gasage (TALDICE-1a, yr BP)","Gasage (EDML1 Sz4, yr BP)",Reference,"Age (Ahn et al., 2008)",source file
3175.84,780268.00,781557.64,248.50,0.60,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3176.13,780612.00,781892.45,242.80,0.70,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3176.89,781535.00,782732.28,248.70,0.70,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3177.32,782059.00,783203.46,246.20,1.10,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3178.31,783263.00,784263.41,252.10,2.50,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3179.05,784147.00,785029.42,246.90,0.70,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3179.52,784692.00,785515.95,250.70,0.20,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3180.15,785413.00,786184.82,253.30,2.60,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3180.51,785789.00,786567.51,255.40,1.40,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3181.26,786587.00,787358.38,260.30,1.30,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3181.73,787076.00,787807.87,256.90,0.70,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3182.43,787805.00,788477.33,248.10,1.50,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3182.65,788033.00,788687.73,247.90,2.70,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3183.46,788887.00,789494.55,229.50,0.80,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3183.91,789381.00,789948.64,226.30,3.00,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3184.57,790153.00,790633.64,218.20,0.80,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3184.90,790538.00,791056.24,221.30,1.80,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3185.66,791491.00,792029.50,215.40,3.70,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3186.12,792081.00,792618.58,205.10,2.50,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3186.75,792943.00,793517.00,204.00,1.60,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3186.98,793260.00,793846.67,209.00,1.90,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3187.87,794608.00,795130.18,199.40,1.70,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3188.23,795202.00,795686.55,195.20,2.00,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3188.98,796467.00,796845.64,189.30,2.10,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3189.33,797099.00,797386.55,188.40,1.40,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3190.08,798512.00,798680.42,191.00,2.20,Dome C (611-800 kyr BP),University of Bern,,,,,grl52461-sup-0003-supplementary.csv
3061.71,667435.00,667256.80,178.50,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3063.98,670124.00,670241.01,189.00,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3085.78,688035.00,690566.62,234.00,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3086.88,688751.00,691327.29,235.40,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3087.98,689444.00,692134.74,241.00,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3089.08,690155.00,692933.48,235.00,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3091.28,691524.00,694379.24,235.90,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3093.48,692857.00,695834.35,236.30,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3120.01,715603.00,715453.95,223.80,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3122.20,718581.00,717795.21,190.20,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3124.41,721870.00,720473.02,217.00,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3128.68,727458.00,725220.95,203.70,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3133.08,732300.00,730002.15,210.70,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3135.28,734408.00,732084.00,209.60,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3141.82,739986.00,738789.73,198.00,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3146.37,744681.00,744336.95,185.20,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3150.68,749152.00,749532.99,188.80,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3152.88,751552.00,752258.82,193.80,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3155.08,754124.00,755273.28,197.30,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3156.18,755354.00,756692.62,203.40,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3157.28,756605.00,758063.16,214.40,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3158.38,757805.00,759395.08,225.50,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3159.48,759027.00,760660.42,216.60,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3160.58,760338.00,762001.71,214.90,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3161.68,761745.00,763421.84,213.00,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3162.78,763158.00,765000.51,221.30,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3163.88,764529.00,766487.12,226.50,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3164.98,765917.00,767931.57,216.10,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3167.18,768940.00,770903.33,227.50,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3168.28,770434.00,772461.85,233.90,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3169.38,771888.00,773859.85,226.90,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3170.48,773353.00,775240.75,238.60,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3171.58,774854.00,776606.41,240.10,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3172.68,776322.00,777943.75,245.90,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3173.78,777719.00,779204.62,246.70,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3174.88,779076.00,780449.27,243.80,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3177.08,781771.00,782940.48,251.20,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3178.18,783110.00,784128.84,252.50,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3179.28,784409.00,785267.51,248.40,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3180.38,785654.00,786429.32,255.30,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3181.48,786819.00,787568.78,256.60,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3182.58,787957.00,788620.78,246.40,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3183.68,789126.00,789716.55,239.30,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3185.88,791767.00,792311.24,217.30,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3186.98,793255.00,793846.67,224.20,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3188.08,794949.00,795454.73,206.70,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
3190.28,798893.00,799032.30,193.60,,Dome C (611-800 kyr BP),LGGE Grenoble,,,,,grl52461-sup-0003-supplementary.csv
1009.64,,34359.95,152.65,4.47,Talos Dome (35-68 kyr BP),University of Bern,34166.74,34164.76,,,grl52461-sup-0003-supplementary.csv
1017.91,,35093.65,176.36,12.66,Talos Dome (35-68 kyr BP),University of Bern,35017.60,34741.72,,,grl52461-sup-0003-supplementary.csv
1025.91,,35663.78,203.36,10.37,Talos Dome (35-68 kyr BP),University of Bern,35521.63,35326.02,,,grl52461-sup-0003-supplementary.csv
1033.92,,36258.59,184.04,16.93,Talos Dome (35-68 kyr BP),University of Bern,36159.93,36028.26,,,grl52461-sup-0003-supplementary.csv
1041.89,,36912.69,204.89,6.68,Talos Dome (35-68 kyr BP),University of Bern,36820.90,36692.96,,,grl52461-sup-0003-supplementary.csv
1047.08,,37319.66,220.34,9.40,Talos Dome (35-68 kyr BP),University of Bern,37221.92,37077.29,,,grl52461-sup-0003-supplementary.csv
1049.91,,37558.95,205.93,3.84,Talos Dome (35-68 kyr BP),University of Bern,37418.84,37286.53,,,grl52461-sup-0003-supplementary.csv
1057.91,,38126.70,214.07,3.28,Talos Dome (35-68 kyr BP),University of Bern,38051.27,37878.33,,,grl52461-sup-0003-supplementary.csv
1059.52,,38208.68,208.87,5.94,Talos Dome (35-68 kyr BP),University of Bern,38147.91,38000.88,,,grl52461-sup-0003-supplementary.csv
1061.30,,38323.97,209.24,3.00,Talos Dome (35-68 kyr BP),University of Bern,38251.37,38146.55,,,grl52461-sup-0003-supplementary.csv
1063.45,,38497.50,209.18,2.26,Talos Dome (35-68 kyr BP),University of Bern,38357.81,38322.95,,,grl52461-sup-0003-supplementary.csv
1065.87,,38682.39,210.81,1.18,Talos Dome (35-68 kyr BP),University of Bern,38448.04,38521.55,,,grl52461-sup-0003-supplementary.csv
1067.05,,38733.94,209.54,1.25,Talos Dome (35-68 kyr BP),University of Bern,38496.71,38618.32,,,grl52461-sup-0003-supplementary.csv
1069.25,,38874.93,207.39,2.30,Talos Dome (35-68 kyr BP),University of Bern,38584.53,38798.82,,,grl52461-sup-0003-supplementary.csv
1071.14,,39039.82,208.84,1.25,Talos Dome (35-68 kyr BP),University of Bern,38659.14,38953.85,,,grl52461-sup-0003-supplementary.csv
1073.89,,39217.07,210.68,1.26,Talos Dome (35-68 kyr BP),University of Bern,38948.81,39179.72,,,grl52461-sup-0003-supplementary.csv
1075.45,,39322.28,203.81,1.36,Talos Dome (35-68 kyr BP),University of Bern,39121.24,39307.51,,,grl52461-sup-0003-supplementary.csv
1077.30,,39475.79,204.79,1.64,Talos Dome (35-68 kyr BP),University of Bern,39312.04,39459.30,,,grl52461-sup-0003-supplementary.csv
1079.55,,39662.58,200.08,1.16,Talos Dome (35-68 kyr BP),University of Bern,39536.47,39643.95,,,grl52461-sup-0003-supplementary.csv
1081.87,,39876.21,199.79,0.84,Talos Dome (35-68 kyr BP),University of Bern,39757.97,39834.11,,,grl52461-sup-0003-supplementary.csv
1083.50,,40028.85,197.11,0.94,Talos Dome (35-68 kyr BP),University of Bern,39885.30,39968.07,,,grl52461-sup-0003-supplementary.csv
1085.30,,40137.48,195.90,1.60,Talos Dome (35-68 kyr BP),University of Bern,40018.93,40116.11,,,grl52461-sup-0003-supplementary.csv
1087.50,,40308.40,197.90,1.39,Talos Dome (35-68 kyr BP),University of Bern,40190.95,40297.03,,,grl52461-sup-0003-supplementary.csv
1089.89,,40485.95,201.32,1.37,Talos Dome (35-68 kyr BP),University of Bern,40389.00,40493.78,,,grl52461-sup-0003-supplementary.csv
1091.05,,40553.44,201.48,1.09,Talos Dome (35-68 kyr BP),University of Bern,40484.88,40588.98,,,grl52461-sup-0003-supplementary.csv
1093.25,,40754.30,200.47,0.74,Talos Dome (35-68 kyr BP),University of Bern,40684.55,40769.91,,,grl52461-sup-0003-supplementary.csv
1095.14,,40907.39,200.97,1.92,Talos Dome (35-68 kyr BP),University of Bern,40855.55,40982.43,,,grl52461-sup-0003-supplementary.csv
1097.89,,41167.90,201.53,1.88,Talos Dome (35-68 kyr BP),University of Bern,41310.34,41492.66,,,grl52461-sup-0003-supplementary.csv
1099.33,,41303.59,204.19,1.54,Talos Dome (35-68 kyr BP),University of Bern,41578.70,41651.19,,,grl52461-sup-0003-supplementary.csv
1103.58,,41605.97,205.49,0.99,Talos Dome (35-68 kyr BP),University of Bern,41859.89,41871.09,,,grl52461-sup-0003-supplementary.csv
1105.33,,41759.21,201.12,1.00,Talos Dome (35-68 kyr BP),University of Bern,41921.04,41961.64,,,grl52461-sup-0003-supplementary.csv
1107.09,,41900.69,199.89,1.36,Talos Dome (35-68 kyr BP),University of Bern,41977.97,42052.77,,,grl52461-sup-0003-supplementary.csv
1111.53,,42315.82,200.90,1.24,Talos Dome (35-68 kyr BP),University of Bern,42064.43,42282.55,,,grl52461-sup-0003-supplementary.csv
1115.03,,42628.30,204.83,0.19,Talos Dome (35-68 kyr BP),University of Bern,42395.36,42688.62,,,grl52461-sup-0003-supplementary.csv
1117.93,,42849.87,206.35,1.07,Talos Dome (35-68 kyr BP),University of Bern,42722.15,43060.29,,,grl52461-sup-0003-supplementary.csv
1119.08,,42968.08,204.26,0.76,Talos Dome (35-68 kyr BP),University of Bern,42868.45,43208.74,,,grl52461-sup-0003-supplementary.csv
1121.33,,43171.89,203.16,1.43,Talos Dome (35-68 kyr BP),University of Bern,43122.46,43495.84,,,grl52461-sup-0003-supplementary.csv
1123.53,,43350.66,201.66,1.81,Talos Dome (35-68 kyr BP),University of Bern,43321.20,43777.75,,,grl52461-sup-0003-supplementary.csv
1125.65,,43515.82,204.22,0.86,Talos Dome (35-68 kyr BP),University of Bern,43523.80,44018.70,,,grl52461-sup-0003-supplementary.csv
1127.57,,43661.16,203.18,1.05,Talos Dome (35-68 kyr BP),University of Bern,43700.94,44147.73,,,grl52461-sup-0003-supplementary.csv
1129.33,,43809.01,201.69,1.13,Talos Dome (35-68 kyr BP),University of Bern,43846.83,44265.38,,,grl52461-sup-0003-supplementary.csv
1132.52,,44095.20,204.31,0.92,Talos Dome (35-68 kyr BP),University of Bern,44122.37,44480.14,,,grl52461-sup-0003-supplementary.csv
1133.93,,44204.45,202.00,0.52,Talos Dome (35-68 kyr BP),University of Bern,44249.62,44574.60,,,grl52461-sup-0003-supplementary.csv
1135.48,,44350.47,206.22,1.86,Talos Dome (35-68 kyr BP),University of Bern,44399.23,44678.70,,,grl52461-sup-0003-supplementary.csv
1137.28,,44490.50,204.83,1.32,Talos Dome (35-68 kyr BP),University of Bern,44570.70,44799.67,,,grl52461-sup-0003-supplementary.csv
1139.05,,44655.54,212.29,0.85,Talos Dome (35-68 kyr BP),University of Bern,44735.01,44918.96,,,grl52461-sup-0003-supplementary.csv
1141.28,,44816.01,210.44,0.56,Talos Dome (35-68 kyr BP),University of Bern,44936.34,45069.14,,,grl52461-sup-0003-supplementary.csv
1143.53,,44996.16,211.49,0.35,Talos Dome (35-68 kyr BP),University of Bern,45137.70,45215.83,,,grl52461-sup-0003-supplementary.csv
1145.33,,45142.02,207.95,0.71,Talos Dome (35-68 kyr BP),University of Bern,45298.23,45328.76,,,grl52461-sup-0003-supplementary.csv
1147.53,,45280.39,213.92,0.82,Talos Dome (35-68 kyr BP),University of Bern,45461.44,45466.86,,,grl52461-sup-0003-supplementary.csv
1149.92,,45460.32,214.50,0.81,Talos Dome (35-68 kyr BP),University of Bern,45629.72,45617.48,,,grl52461-sup-0003-supplementary.csv
1153.28,,45696.06,217.51,2.16,Talos Dome (35-68 kyr BP),University of Bern,45922.05,45827.80,,,grl52461-sup-0003-supplementary.csv
1155.53,,45877.11,222.72,0.33,Talos Dome (35-68 kyr BP),University of Bern,46111.14,45969.32,,,grl52461-sup-0003-supplementary.csv
1157.92,,46057.33,221.77,1.74,Talos Dome (35-68 kyr BP),University of Bern,46312.85,46119.66,,,grl52461-sup-0003-supplementary.csv
1159.43,,46181.26,219.25,1.19,Talos Dome (35-68 kyr BP),University of Bern,46434.02,46213.85,,,grl52461-sup-0003-supplementary.csv
1161.33,,46308.55,218.35,1.45,Talos Dome (35-68 kyr BP),University of Bern,46576.49,46333.11,,,grl52461-sup-0003-supplementary.csv
1165.93,,46635.90,216.42,1.44,Talos Dome (35-68 kyr BP),University of Bern,46883.43,46621.93,,,grl52461-sup-0003-supplementary.csv
1167.53,,46746.44,214.18,0.99,Talos Dome (35-68 kyr BP),University of Bern,46987.54,46722.33,,,grl52461-sup-0003-supplementary.csv
1169.28,,46887.94,210.84,1.50,Talos Dome (35-68 kyr BP),University of Bern,47116.87,46832.15,,,grl52461-sup-0003-supplementary.csv
1171.48,,47086.28,210.27,0.53,Talos Dome (35-68 kyr BP),University of Bern,47280.87,46994.37,,,grl52461-sup-0003-supplementary.csv
1173.68,,47314.98,207.60,1.20,Talos Dome (35-68 kyr BP),University of Bern,47477.05,47238.88,,,grl52461-sup-0003-supplementary.csv
1175.57,,47524.36,204.26,0.98,Talos Dome (35-68 kyr BP),University of Bern,47653.46,47448.04,,,grl52461-sup-0003-supplementary.csv
1177.28,,47710.39,203.79,0.39,Talos Dome (35-68 kyr BP),University of Bern,47808.32,47636.23,,,grl52461-sup-0003-supplementary.csv
1179.52,,47943.75,205.66,0.97,Talos Dome (35-68 kyr BP),University of Bern,48025.97,47885.17,,,grl52461-sup-0003-supplementary.csv
1181.92,,48223.18,206.18,2.05,Talos Dome (35-68 kyr BP),University of Bern,48260.03,48150.77,,,grl52461-sup-0003-supplementary.csv
1183.48,,48427.86,200.98,0.56,Talos Dome (35-68 kyr BP),University of Bern,48413.94,48322.36,,,grl52461-sup-0003-supplementary.csv
1187.58,,48987.95,201.58,0.88,Talos Dome (35-68 kyr BP),University of Bern,48860.50,48776.15,,,grl52461-sup-0003-supplementary.csv
1189.93,,49302.98,200.12,0.40,Talos Dome (35-68 kyr BP),University of Bern,49118.66,49036.27,,,grl52461-sup-0003-supplementary.csv
1191.06,,49462.66,204.06,1.22,Talos Dome (35-68 kyr BP),University of Bern,49244.14,49161.26,,,grl52461-sup-0003-supplementary.csv
1193.33,,49728.32,203.87,1.26,Talos Dome (35-68 kyr BP),University of Bern,49485.74,49412.42,,,grl52461-sup-0003-supplementary.csv
1195.53,,50006.51,204.38,1.65,Talos Dome (35-68 kyr BP),University of Bern,49714.78,49655.89,,,grl52461-sup-0003-supplementary.csv
1197.35,,50220.55,206.74,0.48,Talos Dome (35-68 kyr BP),University of Bern,49907.17,49857.52,,,grl52461-sup-0003-supplementary.csv
1199.58,,50527.41,207.41,0.46,Talos Dome (35-68 kyr BP),University of Bern,50145.52,50104.14,,,grl52461-sup-0003-supplementary.csv
1203.53,,51029.17,207.64,0.91,Talos Dome (35-68 kyr BP),University of Bern,50579.55,50541.72,,,grl52461-sup-0003-supplementary.csv
1206.58,,51431.45,211.57,0.39,Talos Dome (35-68 kyr BP),University of Bern,50917.31,50893.22,,,grl52461-sup-0003-supplementary.csv
1209.28,,51779.53,215.08,1.77,Talos Dome (35-68 kyr BP),University of Bern,51223.76,51217.01,,,grl52461-sup-0003-supplementary.csv
1211.58,,52086.82,213.82,0.73,Talos Dome (35-68 kyr BP),University of Bern,51485.26,51492.94,,,grl52461-sup-0003-supplementary.csv
1213.93,,52384.78,219.08,0.28,Talos Dome (35-68 kyr BP),University of Bern,51761.52,51774.81,,,grl52461-sup-0003-supplementary.csv
1215.53,,52573.68,220.72,0.36,Talos Dome (35-68 kyr BP),University of Bern,51942.07,51967.26,,,grl52461-sup-0003-supplementary.csv
1217.28,,52800.74,221.15,1.09,Talos Dome (35-68 kyr BP),University of Bern,52148.80,52176.57,,,grl52461-sup-0003-supplementary.csv
1219.53,,53108.25,223.72,1.68,Talos Dome (35-68 kyr BP),University of Bern,52424.51,52446.44,,,grl52461-sup-0003-supplementary.csv
1221.65,,53400.45,223.26,0.89,Talos Dome (35-68 kyr BP),University of Bern,52692.98,52701.86,,,grl52461-sup-0003-supplementary.csv
1224.58,,53806.25,221.14,1.49,Talos Dome (35-68 kyr BP),University of Bern,53063.57,53052.22,,,grl52461-sup-0003-supplementary.csv
1227.53,,54156.60,220.37,0.85,Talos Dome (35-68 kyr BP),University of Bern,53429.46,53406.12,,,grl52461-sup-0003-supplementary.csv
1229.28,,54387.13,217.96,1.84,Talos Dome (35-68 kyr BP),University of Bern,53650.41,53627.68,,,grl52461-sup-0003-supplementary.csv
1231.48,,54694.61,213.89,1.14,Talos Dome (35-68 kyr BP),University of Bern,53949.85,53944.19,,,grl52461-sup-0003-supplementary.csv
1233.65,,55014.49,216.86,0.61,Talos Dome (35-68 kyr BP),University of Bern,54269.46,54257.75,,,grl52461-sup-0003-supplementary.csv
1235.58,,55293.46,208.19,0.72,Talos Dome (35-68 kyr BP),University of Bern,54556.91,54534.12,,,grl52461-sup-0003-supplementary.csv
1237.33,,55553.13,214.78,0.55,Talos Dome (35-68 kyr BP),University of Bern,54832.04,54785.81,,,grl52461-sup-0003-supplementary.csv
1239.53,,55909.54,210.27,1.23,Talos Dome (35-68 kyr BP),University of Bern,55177.08,55102.47,,,grl52461-sup-0003-supplementary.csv
1241.92,,56237.13,207.67,0.81,Talos Dome (35-68 kyr BP),University of Bern,55484.50,55564.71,,,grl52461-sup-0003-supplementary.csv
1243.48,,56503.58,212.44,0.67,Talos Dome (35-68 kyr BP),University of Bern,55688.87,55869.54,,,grl52461-sup-0003-supplementary.csv
1247.58,,57210.94,215.70,0.63,Talos Dome (35-68 kyr BP),University of Bern,56249.69,56493.14,,,grl52461-sup-0003-supplementary.csv
1249.23,,57476.27,217.38,2.49,Talos Dome (35-68 kyr BP),University of Bern,56483.88,56692.51,,,grl52461-sup-0003-supplementary.csv
1251.53,,57843.72,223.72,0.49,Talos Dome (35-68 kyr BP),University of Bern,56817.49,56971.04,,,grl52461-sup-0003-supplementary.csv
1253.92,,58217.01,224.35,0.80,Talos Dome (35-68 kyr BP),University of Bern,57171.52,57260.52,,,grl52461-sup-0003-supplementary.csv
1255.48,,58433.32,223.15,1.22,Talos Dome (35-68 kyr BP),University of Bern,57404.55,57447.92,,,grl52461-sup-0003-supplementary.csv
